ID,底本/出典,データベースID,史料名,記述内容,記述場所,場所（町、寺名、場所データ）,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞/体験,被害種別,緯度経度,座標/レベル,座標に関する備考,備考
54,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,数寄橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.672762,139.762809",3,数寄屋橋交差点,
55,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,数寄橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.672762,139.762809",3,数寄屋橋交差点,
56,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,山下御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.672204,139.760020",3,帝国ホテル横,
57,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,山下御門,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.672204,139.760020",3,帝国ホテル横,
58,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,雉子橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.692308,139.755739",3,竹橋ジャンクション付近。,
59,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,雉子橋御門,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.692308,139.755739",3,竹橋ジャンクション付近。,
60,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,小石川御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.702494,139.750460",3,小石川橋,
61,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,小石川御門,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.702494,139.750460",3,小石川橋,
62,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,牛込御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.700355,139.742832",3,牛込見附付近。,
63,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,牛込御門,－,－,1703/12/31,元禄16/11/23,伝聞,人的被害,"35.700355,139.742832",3,牛込見附付近。,
64,『大日本地震史料』（震災予防調査会報告第四十六号）,S00001710,基煕公記,大御留守居与力番所、二之丸銅御門かふき番所、紅葉山下かふき番所、内桜田御門番所、大手腰掛、一、橋御舂屋、一、和田倉御門、一、馬場先御門、一、鍜冶橋御門、一、数寄橋御門、一、山下御門、一、雉子橋御門、一、小石川御門、一、牛込御門、一、市ケ谷御門、一、半蔵御門、一、赤坂御門、一、四谷御門、一、田安御門、一、竹橋御門、一、吹上御門、一、内竹橋口、一、北之丸口、清水御門、一、壱ツ橋御門、一、神田御門、一、平川口御門、一、筋違橋御門、一、浅草橋御門、一、常盤橋御門、一、呉服橋御門、一、外桜田御門、一、西丸下御厩、一、虎之御門、一、幸橋御門、一、日比谷御門、右之所々破損ゆりつふし、死人あやまちも大勢有之由,―,市ケ谷御門,－,－,1703/12/31,元禄16/11/23,伝聞,建物被害,"35.691720,139.735467",3,市ヶ谷見附付近。,
